"","ensembl","Tissue.x","nCPMs","Tissue.y","nCPMs_4","nCPM_ratio","hgnc_symbol","seqnames","gene_type","description"
"561","ENSG00000186310","Muscle",21.321406,"Placenta",0.4600695,46.3438806528144,"NAP1L3","chrX","protein_coding","nucleosome assembly protein 1 like 3 [Source:HGNC Symbol;Acc:HGNC:7639]"
"562","ENSG00000166681","Muscle",353.38445,"Placenta",52.71856,6.70322652970794,"BEX3","chrX","protein_coding","brain expressed X-linked 3 [Source:HGNC Symbol;Acc:HGNC:13388]"
"563","ENSG00000172465","Muscle",25.1089,"Placenta",5.89906,4.25642390482551,"TCEAL1","chrX","protein_coding","transcription elongation factor A like 1 [Source:HGNC Symbol;Acc:HGNC:11616]"
"564","ENSG00000134594","Muscle",1.2184599,"Placenta",0.3835357,3.17691390918759,"RAB33A","chrX","protein_coding","RAB33A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9773]"
"565","ENSG00000165704","Muscle",25.578298,"Placenta",3.901019,6.55682476809265,"HPRT1","chrX","protein_coding","hypoxanthine phosphoribosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:5157]"
"566","ENSG00000178947","Muscle",4.6696511,"Placenta",0.6412821,7.28174246560133,"SMIM10L2A","chrX","protein_coding","small integral membrane protein 10 like 2A [Source:HGNC Symbol;Acc:HGNC:34499]"
"567","ENSG00000235961","Muscle",2.62357522,"Placenta",0.03319825,79.0275156069974,"PNMA6A","chrX","protein_coding","PNMA family member 6A [Source:HGNC Symbol;Acc:HGNC:28248]"
"568","ENSG00000063587","Muscle",25.462593,"Placenta",8.133126,3.13072648819162,"ZNF275","chrX","protein_coding","zinc finger protein 275 [Source:HGNC Symbol;Acc:HGNC:13069]"
"569","ENSG00000198753","Muscle",2.0793622,"Placenta",0.3288944,6.32227912667409,"PLXNB3","chrX","protein_coding","plexin B3 [Source:HGNC Symbol;Acc:HGNC:9105]"
"570","ENSG00000067840","Muscle",12.5798605,"Placenta",0.4530763,27.7654348726694,"PDZD4","chrX","protein_coding","PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21167]"
"571","ENSG00000198899","Muscle",1454.6445,"Placenta",162.0308,8.977580188458,"MT-ATP6","chrM","protein_coding","mitochondrially encoded ATP synthase membrane subunit 6 [Source:HGNC Symbol;Acc:HGNC:7414]"
"572","ENSG00000198938","Muscle",1557.8641,"Placenta",486.0611,3.20507874421549,"MT-CO3","chrM","protein_coding","mitochondrially encoded cytochrome c oxidase III [Source:HGNC Symbol;Acc:HGNC:7422]"
"573","ENSG00000198727","Muscle",2365.8385,"Placenta",212.6976,11.1230145521153,"MT-CYB","chrM","protein_coding","mitochondrially encoded cytochrome b [Source:HGNC Symbol;Acc:HGNC:7427]"
"574","ENSG00000175756","Stomach",61.8521,"Placenta",20.58916,3.00410992969116,"AURKAIP1","chr1","protein_coding","aurora kinase A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24114]"
"575","ENSG00000228594","Stomach",1.1928685,"Placenta",0.3592661,3.3202923960819,"FNDC10","chr1","protein_coding","fibronectin type III domain containing 10 [Source:HGNC Symbol;Acc:HGNC:42951]"
"576","ENSG00000162591","Stomach",33.68452,"Placenta",8.313673,4.05170133585961,"MEGF6","chr1","protein_coding","multiple EGF like domains 6 [Source:HGNC Symbol;Acc:HGNC:3232]"
"577","ENSG00000235169","Stomach",5.667791,"Placenta",0.5116473,11.0775352474253,"SMIM1","chr1","protein_coding","small integral membrane protein 1 (Vel blood group) [Source:HGNC Symbol;Acc:HGNC:44204]"
"578","ENSG00000116649","Stomach",24.812235,"Placenta",4.440329,5.58792715584814,"SRM","chr1","protein_coding","spermidine synthase [Source:HGNC Symbol;Acc:HGNC:11296]"
"579","ENSG00000183114","Stomach",1.0388967,"Placenta",0.2197396,4.7278537869369,"FAM43B","chr1","protein_coding","family with sequence similarity 43 member B [Source:HGNC Symbol;Acc:HGNC:31791]"
"580","ENSG00000130770","Stomach",56.071713,"Placenta",6.090004,9.20717178510884,"ATP5IF1","chr1","protein_coding","ATP synthase inhibitory factor subunit 1 [Source:HGNC Symbol;Acc:HGNC:871]"
"581","ENSG00000084636","Stomach",176.5012,"Placenta",48.5161,3.63799233656456,"COL16A1","chr1","protein_coding","collagen type XVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2193]"
"582","ENSG00000121753","Stomach",23.267068,"Placenta",5.155427,4.51312141554909,"ADGRB2","chr1","protein_coding","adhesion G protein-coupled receptor B2 [Source:HGNC Symbol;Acc:HGNC:944]"
"583","ENSG00000160050","Stomach",16.554888,"Placenta",3.089789,5.35793479748941,"CCDC28B","chr1","protein_coding","coiled-coil domain containing 28B [Source:HGNC Symbol;Acc:HGNC:28163]"
"584","ENSG00000175130","Stomach",107.32848,"Placenta",14.00644,7.66279511424745,"MARCKSL1","chr1","protein_coding","MARCKS like 1 [Source:HGNC Symbol;Acc:HGNC:7142]"
"585","ENSG00000142920","Stomach",4.33475,"Placenta",1.41493,3.06357911698812,"AZIN2","chr1","protein_coding","antizyme inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:29957]"
"586","ENSG00000169218","Stomach",1.5555704,"Placenta",0.1984592,7.83823778388707,"RSPO1","chr1","protein_coding","R-spondin 1 [Source:HGNC Symbol;Acc:HGNC:21679]"
"587","ENSG00000177868","Stomach",75.58953,"Placenta",10.19079,7.4174357434507,"SVBP","chr1","protein_coding","small vasohibin binding protein [Source:HGNC Symbol;Acc:HGNC:29204]"
"588","ENSG00000186377","Stomach",2.9752616,"Placenta",0.6602167,4.5064924895114,"CYP4X1","chr1","protein_coding","cytochrome P450 family 4 subfamily X member 1 [Source:HGNC Symbol;Acc:HGNC:20244]"
"589","ENSG00000269113","Stomach",3.6614131,"Placenta",0.9605764,3.8116833809367,"TRABD2B","chr1","protein_coding","TraB domain containing 2B [Source:HGNC Symbol;Acc:HGNC:44200]"
"590","ENSG00000185483","Stomach",61.653722,"Placenta",5.437507,11.3386009434103,"ROR1","chr1","protein_coding","receptor tyrosine kinase like orphan receptor 1 [Source:HGNC Symbol;Acc:HGNC:10256]"
"591","ENSG00000162437","Stomach",42.015396,"Placenta",8.970807,4.68356927085824,"RAVER2","chr1","protein_coding","ribonucleoprotein, PTB binding 2 [Source:HGNC Symbol;Acc:HGNC:25577]"
"592","ENSG00000162595","Stomach",5.101263,"Placenta",0.6479591,7.87281635522983,"DIRAS3","chr1","protein_coding","DIRAS family GTPase 3 [Source:HGNC Symbol;Acc:HGNC:687]"
"593","ENSG00000197568","Stomach",3.975484,"Placenta",1.061105,3.74655100107906,"HHLA3","chr1","protein_coding","HERV-H LTR-associating 3 [Source:HGNC Symbol;Acc:HGNC:4906]"
"594","ENSG00000117054","Stomach",58.56454,"Placenta",18.33317,3.19445791426142,"ACADM","chr1","protein_coding","acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89]"
"595","ENSG00000117543","Stomach",25.125946,"Placenta",8.091545,3.10520994445437,"DPH5","chr1","protein_coding","diphthamide biosynthesis 5 [Source:HGNC Symbol;Acc:HGNC:24270]"
"596","ENSG00000213366","Stomach",12.222884,"Placenta",2.424017,5.04240853096327,"GSTM2","chr1","protein_coding","glutathione S-transferase mu 2 [Source:HGNC Symbol;Acc:HGNC:4634]"
"597","ENSG00000134259","Stomach",2.9301319,"Placenta",0.2364944,12.3898574342564,"NGF","chr1","protein_coding","nerve growth factor [Source:HGNC Symbol;Acc:HGNC:7808]"
"598","ENSG00000092621","Stomach",47.234264,"Placenta",6.163482,7.66356809349001,"PHGDH","chr1","protein_coding","phosphoglycerate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8923]"
"599","ENSG00000143434","Stomach",25.84428,"Placenta",6.509127,3.97046792910939,"SEMA6C","chr1","protein_coding","semaphorin 6C [Source:HGNC Symbol;Acc:HGNC:10740]"
"600","ENSG00000243364","Stomach",8.250883,"Placenta",2.177639,3.7889122118037,"EFNA4","chr1","protein_coding","ephrin A4 [Source:HGNC Symbol;Acc:HGNC:3224]"
"601","ENSG00000143590","Stomach",1.5271201,"Placenta",0.1299544,11.7511996515701,"EFNA3","chr1","protein_coding","ephrin A3 [Source:HGNC Symbol;Acc:HGNC:3223]"
"602","ENSG00000116586","Stomach",38.20322,"Placenta",11.10819,3.43919396409316,"LAMTOR2","chr1","protein_coding","late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 [Source:HGNC Symbol;Acc:HGNC:29796]"
"603","ENSG00000254726","Stomach",40.3737715,"Placenta",0.8516978,47.403869658933,"MEX3A","chr1","protein_coding","mex-3 RNA binding family member A [Source:HGNC Symbol;Acc:HGNC:33482]"
"604","ENSG00000085552","Stomach",11.46686,"Placenta",2.15816,5.31325758979872,"IGSF9","chr1","protein_coding","immunoglobulin superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:18132]"
"605","ENSG00000018625","Stomach",24.083023,"Placenta",6.467263,3.7238354153836,"ATP1A2","chr1","protein_coding","ATPase Na+/K+ transporting subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:800]"
"606","ENSG00000162738","Stomach",17.754093,"Placenta",5.871662,3.0236912478954,"VANGL2","chr1","protein_coding","VANGL planar cell polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:15511]"
"607","ENSG00000158859","Stomach",15.357534,"Placenta",2.957949,5.1919536138047,"ADAMTS4","chr1","protein_coding","ADAM metallopeptidase with thrombospondin type 1 motif 4 [Source:HGNC Symbol;Acc:HGNC:220]"
"608","ENSG00000143147","Stomach",35.850066,"Placenta",6.724245,5.33146338362151,"GPR161","chr1","protein_coding","G protein-coupled receptor 161 [Source:HGNC Symbol;Acc:HGNC:23694]"
"609","ENSG00000152092","Stomach",11.534769,"Placenta",0.7322256,15.7530261165411,"ASTN1","chr1","protein_coding","astrotactin 1 [Source:HGNC Symbol;Acc:HGNC:773]"
"610","ENSG00000198756","Stomach",13.888186,"Placenta",0.331595,41.882977728856,"COLGALT2","chr1","protein_coding","collagen beta(1-O)galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16790]"
"611","ENSG00000116857","Stomach",62.278897,"Placenta",9.012056,6.91062028464981,"TMEM9","chr1","protein_coding","transmembrane protein 9 [Source:HGNC Symbol;Acc:HGNC:18823]"
"612","ENSG00000182004","Stomach",208.5065,"Placenta",15.54665,13.4116674653382,"SNRPE","chr1","protein_coding","small nuclear ribonucleoprotein polypeptide E [Source:HGNC Symbol;Acc:HGNC:11161]"
"613","ENSG00000170382","Stomach",3.3790368,"Placenta",0.4907705,6.88516689572825,"LRRN2","chr1","protein_coding","leucine rich repeat neuronal 2 [Source:HGNC Symbol;Acc:HGNC:16914]"
"614","ENSG00000143476","Stomach",24.160743,"Placenta",7.935973,3.04445882061343,"DTL","chr1","protein_coding","denticleless E3 ubiquitin protein ligase homolog [Source:HGNC Symbol;Acc:HGNC:30288]"
"615","ENSG00000117707","Stomach",14.23808,"Placenta",1.991333,7.15002463174165,"PROX1","chr1","protein_coding","prospero homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9459]"
"616","ENSG00000143502","Stomach",4.0986828,"Placenta",0.4379693,9.35837922886376,"SUSD4","chr1","protein_coding","sushi domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25470]"
"617","ENSG00000163041","Stomach",433.39118,"Placenta",46.83832,9.25291897745265,"H3F3A","chr1","protein_coding","H3.3 histone A [Source:HGNC Symbol;Acc:HGNC:4764]"
"618","ENSG00000162910","Stomach",30.81096,"Placenta",10.09286,3.05274818039684,"MRPL55","chr1","protein_coding","mitochondrial ribosomal protein L55 [Source:HGNC Symbol;Acc:HGNC:16686]"
"619","ENSG00000168275","Stomach",23.473583,"Placenta",4.265971,5.50251818401953,"COA6","chr1","protein_coding","cytochrome c oxidase assembly factor 6 [Source:HGNC Symbol;Acc:HGNC:18025]"
"620","ENSG00000130508","Stomach",244.59469,"Placenta",59.95592,4.0795752946498,"PXDN","chr2","protein_coding","peroxidasin [Source:HGNC Symbol;Acc:HGNC:14966]"
"621","ENSG00000143797","Stomach",66.6226,"Placenta",19.21246,3.4676767056379,"MBOAT2","chr2","protein_coding","membrane bound O-acyltransferase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25193]"
"622","ENSG00000134330","Stomach",47.1824,"Placenta",14.91863,3.16264965348695,"IAH1","chr2","protein_coding","isoamyl acetate hydrolyzing esterase 1 (putative) [Source:HGNC Symbol;Acc:HGNC:27696]"
"623","ENSG00000171848","Stomach",19.577341,"Placenta",3.515937,5.56817172776418,"RRM2","chr2","protein_coding","ribonucleotide reductase regulatory subunit M2 [Source:HGNC Symbol;Acc:HGNC:10452]"
"624","ENSG00000196208","Stomach",14.870429,"Placenta",2.073492,7.17168380683407,"GREB1","chr2","protein_coding","growth regulating estrogen receptor binding 1 [Source:HGNC Symbol;Acc:HGNC:24885]"
"625","ENSG00000115128","Stomach",140.63598,"Placenta",28.59725,4.91781482485204,"SF3B6","chr2","protein_coding","splicing factor 3b subunit 6 [Source:HGNC Symbol;Acc:HGNC:30096]"
"626","ENSG00000115138","Stomach",4.081723,"Placenta",0.884411,4.61518796125331,"POMC","chr2","protein_coding","proopiomelanocortin [Source:HGNC Symbol;Acc:HGNC:9201]"
"627","ENSG00000084731","Stomach",13.494335,"Placenta",3.689385,3.65761095683969,"KIF3C","chr2","protein_coding","kinesin family member 3C [Source:HGNC Symbol;Acc:HGNC:6321]"
"628","ENSG00000115163","Stomach",4.571329,"Placenta",1.283214,3.56240580292921,"CENPA","chr2","protein_coding","centromere protein A [Source:HGNC Symbol;Acc:HGNC:1851]"
"629","ENSG00000115226","Stomach",6.7845978,"Placenta",0.8228115,8.24562831219544,"FNDC4","chr2","protein_coding","fibronectin type III domain containing 4 [Source:HGNC Symbol;Acc:HGNC:20239]"
"630","ENSG00000162961","Stomach",65.24387,"Placenta",12.85231,5.07643139637933,"DPY30","chr2","protein_coding","dpy-30 histone methyltransferase complex regulatory subunit [Source:HGNC Symbol;Acc:HGNC:24590]"
"631","ENSG00000143891","Stomach",14.64481,"Placenta",4.707935,3.11066529168308,"GALM","chr2","protein_coding","galactose mutarotase [Source:HGNC Symbol;Acc:HGNC:24063]"
"632","ENSG00000188010","Stomach",14.640508,"Placenta",1.489636,9.82824528945326,"MORN2","chr2","protein_coding","MORN repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:30166]"
"633","ENSG00000162878","Stomach",63.022926,"Placenta",5.321037,11.8441059515279,"PKDCC","chr2","protein_coding","protein kinase domain containing, cytoplasmic [Source:HGNC Symbol;Acc:HGNC:25123]"
"634","ENSG00000162881","Stomach",3.1610372,"Placenta",0.8971203,3.52353770168839,"OXER1","chr2","protein_coding","oxoeicosanoid receptor 1 [Source:HGNC Symbol;Acc:HGNC:24884]"
"635","ENSG00000075340","Stomach",10.7069574,"Placenta",0.3769804,28.4018941037783,"ADD2","chr2","protein_coding","adducin 2 [Source:HGNC Symbol;Acc:HGNC:244]"
"636","ENSG00000135617","Stomach",12.17029,"Placenta",3.469968,3.5073205286043,"PRADC1","chr2","protein_coding","protease associated domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16047]"
"637","ENSG00000115350","Stomach",20.378557,"Placenta",6.364176,3.20207313562667,"POLE4","chr2","protein_coding","DNA polymerase epsilon 4, accessory subunit [Source:HGNC Symbol;Acc:HGNC:18755]"
"638","ENSG00000162951","Stomach",1.6741458,"Placenta",0.2452378,6.82662216020532,"LRRTM1","chr2","protein_coding","leucine rich repeat transmembrane neuronal 1 [Source:HGNC Symbol;Acc:HGNC:19408]"
"639","ENSG00000152284","Stomach",28.885811,"Placenta",2.236604,12.9150314494654,"TCF7L1","chr2","protein_coding","transcription factor 7 like 1 [Source:HGNC Symbol;Acc:HGNC:11640]"
"640","ENSG00000068615","Stomach",21.209774,"Placenta",3.703374,5.72714881078714,"REEP1","chr2","protein_coding","receptor accessory protein 1 [Source:HGNC Symbol;Acc:HGNC:25786]"
"641","ENSG00000135940","Stomach",205.29339,"Placenta",29.41749,6.97861680245323,"COX5B","chr2","protein_coding","cytochrome c oxidase subunit 5B [Source:HGNC Symbol;Acc:HGNC:2269]"
"642","ENSG00000135972","Stomach",33.259452,"Placenta",6.527987,5.09490169021476,"MRPS9","chr2","protein_coding","mitochondrial ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:14501]"
"643","ENSG00000175701","Stomach",22.116666,"Placenta",2.813652,7.86048381249707,"MTLN","chr2","protein_coding","mitoregulin [Source:HGNC Symbol;Acc:HGNC:27339]"
"644","ENSG00000169679","Stomach",18.89544,"Placenta",6.26942,3.01390559254285,"BUB1","chr2","protein_coding","BUB1 mitotic checkpoint serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1148]"
"645","ENSG00000169607","Stomach",15.979421,"Placenta",3.874085,4.12469550874594,"CKAP2L","chr2","protein_coding","cytoskeleton associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:26877]"
"646","ENSG00000155368","Stomach",187.50921,"Placenta",21.29933,8.80352621420486,"DBI","chr2","protein_coding","diazepam binding inhibitor, acyl-CoA binding protein [Source:HGNC Symbol;Acc:HGNC:2690]"
"647","ENSG00000163075","Stomach",2.6477642,"Placenta",0.8597341,3.07974779644078,"CFAP221","chr2","protein_coding","cilia and flagella associated protein 221 [Source:HGNC Symbol;Acc:HGNC:33720]"
"648","ENSG00000152076","Stomach",1.0377517,"Placenta",0.1661045,6.24758329846573,"CCDC74B","chr2","protein_coding","coiled-coil domain containing 74B [Source:HGNC Symbol;Acc:HGNC:25267]"
"649","ENSG00000150551","Stomach",3.23610201,"Placenta",0.02468207,131.111450943944,"LYPD1","chr2","protein_coding","LY6/PLAUR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28431]"
"650","ENSG00000123610","Stomach",11.1752228,"Placenta",0.3969843,28.1502890668472,"TNFAIP6","chr2","protein_coding","TNF alpha induced protein 6 [Source:HGNC Symbol;Acc:HGNC:11898]"
"651","ENSG00000154518","Stomach",181.8082,"Placenta",36.39597,4.99528381851068,"ATP5MC3","chr2","protein_coding","ATP synthase membrane subunit c locus 3 [Source:HGNC Symbol;Acc:HGNC:843]"
"652","ENSG00000197756","Stomach",1735.852,"Placenta",215.431,8.05757760025252,"RPL37A","chr2","protein_coding","ribosomal protein L37a [Source:HGNC Symbol;Acc:HGNC:10348]"
"653","ENSG00000116106","Stomach",34.542797,"Placenta",6.184411,5.58546270614938,"EPHA4","chr2","protein_coding","EPH receptor A4 [Source:HGNC Symbol;Acc:HGNC:3388]"
"654","ENSG00000153820","Stomach",2.083283,"Placenta",0.002557931,814.440655357787,"SPHKAP","chr2","protein_coding","SPHK1 interactor, AKAP domain containing [Source:HGNC Symbol;Acc:HGNC:30619]"
"655","ENSG00000123485","Stomach",13.586682,"Placenta",2.751506,4.93790745867899,"HJURP","chr2","protein_coding","Holliday junction recognition protein [Source:HGNC Symbol;Acc:HGNC:25444]"
"656","ENSG00000144485","Stomach",3.375551,"Placenta",0.3872691,8.71629314086768,"HES6","chr2","protein_coding","hes family bHLH transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:18254]"
"657","ENSG00000168393","Stomach",25.99871,"Placenta",7.7124,3.37102717701364,"DTYMK","chr2","protein_coding","deoxythymidylate kinase [Source:HGNC Symbol;Acc:HGNC:3061]"
"658","ENSG00000125046","Stomach",2.1790672,"Placenta",0.2014992,10.8142722154728,"SSUH2","chr3","protein_coding","ssu-2 homolog [Source:HGNC Symbol;Acc:HGNC:24809]"
"659","ENSG00000182533","Stomach",2.1661,"Placenta",0.009261177,233.890357564703,"CAV3","chr3","protein_coding","caveolin 3 [Source:HGNC Symbol;Acc:HGNC:1529]"
"660","ENSG00000254999","Stomach",124.399,"Placenta",28.35143,4.38775045914792,"BRK1","chr3","protein_coding","BRICK1 subunit of SCAR/WAVE actin nucleating complex [Source:HGNC Symbol;Acc:HGNC:23057]"
"661","ENSG00000144712","Stomach",15.851143,"Placenta",1.828806,8.66748195270575,"CAND2","chr3","protein_coding","cullin associated and neddylation dissociated 2 (putative) [Source:HGNC Symbol;Acc:HGNC:30689]"
"662","ENSG00000008324","Stomach",24.54244,"Placenta",3.239638,7.57567357834425,"SS18L2","chr3","protein_coding","SS18 like 2 [Source:HGNC Symbol;Acc:HGNC:15593]"
"663","ENSG00000144647","Stomach",14.549098,"Placenta",3.186039,4.56651597799023,"POMGNT2","chr3","protein_coding","protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-) [Source:HGNC Symbol;Acc:HGNC:25902]"
"664","ENSG00000196345","Stomach",1.4607528,"Placenta",0.3772645,3.87195932826969,"ZKSCAN7","chr3","protein_coding","zinc finger with KRAB and SCAN domains 7 [Source:HGNC Symbol;Acc:HGNC:12955]"
"665","ENSG00000232112","Stomach",194.97034,"Placenta",22.23616,8.76816590634354,"TMA7","chr3","protein_coding","translation machinery associated 7 homolog [Source:HGNC Symbol;Acc:HGNC:26932]"
"666","ENSG00000185909","Stomach",33.42451,"Placenta",10.34936,3.22962096206915,"KLHDC8B","chr3","protein_coding","kelch domain containing 8B [Source:HGNC Symbol;Acc:HGNC:28557]"
"667","ENSG00000185614","Stomach",13.407569,"Placenta",1.186039,11.3044925166879,"INKA1","chr3","protein_coding","inka box actin regulator 1 [Source:HGNC Symbol;Acc:HGNC:32480]"
"668","ENSG00000090097","Stomach",25.070893,"Placenta",4.718731,5.31305832012887,"PCBP4","chr3","protein_coding","poly(rC) binding protein 4 [Source:HGNC Symbol;Acc:HGNC:8652]"
"669","ENSG00000162244","Stomach",416.6201,"Placenta",93.91233,4.43626624959683,"RPL29","chr3","protein_coding","ribosomal protein L29 [Source:HGNC Symbol;Acc:HGNC:10331]"
"670","ENSG00000168273","Stomach",22.257907,"Placenta",3.912153,5.68942651271563,"SMIM4","chr3","protein_coding","small integral membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:37257]"
"671","ENSG00000168306","Stomach",15.220176,"Placenta",3.117536,4.88211715919239,"ACOX2","chr3","protein_coding","acyl-CoA oxidase 2 [Source:HGNC Symbol;Acc:HGNC:120]"
"672","ENSG00000206535","Stomach",7.616712,"Placenta",1.833117,4.1550604789547,"LNP1","chr3","protein_coding","leukemia NUP98 fusion partner 1 [Source:HGNC Symbol;Acc:HGNC:28014]"
"673","ENSG00000065518","Stomach",150.25653,"Placenta",28.19934,5.32837045122333,"NDUFB4","chr3","protein_coding","NADH:ubiquinone oxidoreductase subunit B4 [Source:HGNC Symbol;Acc:HGNC:7699]"
"674","ENSG00000160124","Stomach",23.613772,"Placenta",6.321245,3.73562043553129,"CCDC58","chr3","protein_coding","mitochondrial matrix import factor 23 [Source:HGNC Symbol;Acc:HGNC:31136]"
"675","ENSG00000144908","Stomach",2.4727005,"Placenta",0.09490291,26.0550545815718,"ALDH1L1","chr3","protein_coding","aldehyde dehydrogenase 1 family member L1 [Source:HGNC Symbol;Acc:HGNC:3978]"
"676","ENSG00000158234","Stomach",19.211081,"Placenta",5.532235,3.47257139293613,"FAIM","chr3","protein_coding","Fas apoptotic inhibitory molecule [Source:HGNC Symbol;Acc:HGNC:18703]"
"677","ENSG00000136521","Stomach",110.66658,"Placenta",34.36686,3.22015395063733,"NDUFB5","chr3","protein_coding","NADH:ubiquinone oxidoreductase subunit B5 [Source:HGNC Symbol;Acc:HGNC:7700]"
"678","ENSG00000205981","Stomach",60.66192,"Placenta",14.33159,4.23274179626964,"DNAJC19","chr3","protein_coding","DnaJ heat shock protein family (Hsp40) member C19 [Source:HGNC Symbol;Acc:HGNC:30528]"
"679","ENSG00000182899","Stomach",2227.21217,"Placenta",99.28459,22.4326068123966,"RPL35A","chr3","protein_coding","ribosomal protein L35a [Source:HGNC Symbol;Acc:HGNC:10345]"
"680","ENSG00000169020","Stomach",203.4264,"Placenta",18.42514,11.0406976554859,"ATP5ME","chr4","protein_coding","ATP synthase membrane subunit e [Source:HGNC Symbol;Acc:HGNC:846]"
"681","ENSG00000127418","Stomach",17.522133,"Placenta",2.683339,6.52997366340965,"FGFRL1","chr4","protein_coding","fibroblast growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:3693]"
"682","ENSG00000163995","Stomach",2.8667838,"Placenta",0.9203661,3.11482984868739,"ABLIM2","chr4","protein_coding","actin binding LIM protein family member 2 [Source:HGNC Symbol;Acc:HGNC:19195]"
"683","ENSG00000237765","Stomach",40.76971,"Placenta",13.17134,3.09533502286024,"FAM200B","chr4","protein_coding","family with sequence similarity 200 member B [Source:HGNC Symbol;Acc:HGNC:27740]"
"684","ENSG00000151552","Stomach",17.838506,"Placenta",5.806503,3.07215995582884,"QDPR","chr4","protein_coding","quinoid dihydropteridine reductase [Source:HGNC Symbol;Acc:HGNC:9752]"
"685","ENSG00000109805","Stomach",27.587657,"Placenta",7.343633,3.7566769744621,"NCAPG","chr4","protein_coding","non-SMC condensin I complex subunit G [Source:HGNC Symbol;Acc:HGNC:24304]"
"686","ENSG00000168785","Stomach",29.595905,"Placenta",8.715045,3.39595549994291,"TSPAN5","chr4","protein_coding","tetraspanin 5 [Source:HGNC Symbol;Acc:HGNC:17753]"
"687","ENSG00000164032","Stomach",202.34969,"Placenta",42.03199,4.81418295921749,"H2AFZ","chr4","protein_coding","H2A.Z variant histone 1 [Source:HGNC Symbol;Acc:HGNC:4741]"
"688","ENSG00000155011","Stomach",10.7446081,"Placenta",0.8448045,12.7184550981914,"DKK2","chr4","protein_coding","dickkopf WNT signaling pathway inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:2892]"
"689","ENSG00000138796","Stomach",48.82521,"Placenta",10.35689,4.71427330018954,"HADH","chr4","protein_coding","hydroxyacyl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4799]"
"690","ENSG00000109475","Stomach",2849.5012,"Placenta",128.0778,22.2482053876628,"RPL34","chr4","protein_coding","ribosomal protein L34 [Source:HGNC Symbol;Acc:HGNC:10340]"
"691","ENSG00000198856","Stomach",167.3383,"Placenta",45.16298,3.70520944366381,"OSTC","chr4","protein_coding","oligosaccharyltransferase complex non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:24448]"
"692","ENSG00000145362","Stomach",196.238885,"Placenta",4.933946,39.7732129617957,"ANK2","chr4","protein_coding","ankyrin 2 [Source:HGNC Symbol;Acc:HGNC:493]"
"693","ENSG00000145349","Stomach",131.56382,"Placenta",27.62005,4.7633447441261,"CAMK2D","chr4","protein_coding","calcium/calmodulin dependent protein kinase II delta [Source:HGNC Symbol;Acc:HGNC:1462]"
"694","ENSG00000164109","Stomach",22.196497,"Placenta",4.021189,5.51988404424662,"MAD2L1","chr4","protein_coding","mitotic arrest deficient 2 like 1 [Source:HGNC Symbol;Acc:HGNC:6763]"
"695","ENSG00000170917","Stomach",12.424467,"Placenta",2.654715,4.68015097665851,"NUDT6","chr4","protein_coding","nudix hydrolase 6 [Source:HGNC Symbol;Acc:HGNC:8053]"
"696","ENSG00000164056","Stomach",137.34137,"Placenta",28.67451,4.78966754793718,"SPRY1","chr4","protein_coding","sprouty RTK signaling antagonist 1 [Source:HGNC Symbol;Acc:HGNC:11269]"
"697","ENSG00000170153","Stomach",100.523944,"Placenta",5.759321,17.4541311380283,"RNF150","chr4","protein_coding","ring finger protein 150 [Source:HGNC Symbol;Acc:HGNC:23138]"
"698","ENSG00000151617","Stomach",57.73513,"Placenta",10.9344,5.28013699882938,"EDNRA","chr4","protein_coding","endothelin receptor type A [Source:HGNC Symbol;Acc:HGNC:3179]"
"699","ENSG00000205208","Stomach",17.422944,"Placenta",5.275911,3.30235745068482,"C4orf46","chr4","protein_coding","chromosome 4 open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:27320]"
